TIMESTAMP,NEE_VUT_REF,GPP_NT_VUT_REF,H_F_MDS,LE_F_MDS,RECO_NT_VUT_REF,NEE_VUT_REF_QC,H_F_MDS_QC,LE_F_MDS_QC
20030704.000000,-1.955220,11.054200,85.471300,71.257000,9.107890,1.000000,1.000000,1.000000
20030705.000000,-1.733800,10.448600,45.746400,72.522200,8.812010,1.000000,1.000000,1.000000
20030706.000000,-1.467830,10.899700,91.000800,76.932900,9.452520,1.000000,1.000000,1.000000
20030707.000000,0.224481,8.818180,18.547600,47.913200,9.049630,1.000000,1.000000,1.000000
20030708.000000,-0.984630,11.109100,75.253700,71.518300,10.131600,1.000000,1.000000,1.000000
20030709.000000,0.278492,8.853850,48.906700,57.168100,9.058310,1.000000,1.000000,1.000000
20030710.000000,4.077220,4.404290,-18.965300,15.985300,8.644300,1.000000,1.000000,1.000000
20030711.000000,0.382305,8.935970,2.809550,64.697900,9.370370,1.000000,1.000000,1.000000
20030712.000000,-3.773830,12.577300,39.839900,75.627600,8.937440,0.895833,0.916667,0.916667
20030713.000000,-2.132360,12.237800,98.645900,101.707000,10.174100,0.958333,1.000000,1.000000
20030714.000000,-2.032890,12.740600,91.761500,75.588600,10.784100,1.000000,1.000000,1.000000
20030715.000000,-2.482700,14.160000,53.659400,77.770100,11.804300,1.000000,1.000000,1.000000
20030716.000000,-3.378880,13.040100,15.604100,78.563200,9.711200,1.000000,1.000000,1.000000
20030717.000000,-2.723940,12.679700,56.255700,83.733500,10.019100,0.958333,1.000000,1.000000
20030718.000000,-2.684050,11.471800,52.106000,71.383000,8.848800,1.000000,1.000000,1.000000
20030719.000000,-1.959290,9.303200,98.048500,78.609800,7.377170,1.000000,1.000000,1.000000
20030720.000000,-1.036530,7.952360,-0.696063,51.933300,6.994510,1.000000,1.000000,1.000000
20030721.000000,1.550020,5.637590,-15.114200,35.142900,7.188920,1.000000,1.000000,1.000000
20030722.000000,1.693180,5.432010,7.967210,27.988300,6.740610,1.000000,1.000000,1.000000
20030723.000000,-0.790011,7.165880,21.153400,73.881400,6.571040,0.916667,1.000000,1.000000
20030724.000000,-0.786693,7.355790,-4.478110,73.229700,6.683640,0.875000,1.000000,1.000000
20030725.000000,-2.173560,9.752440,64.371800,111.579000,7.557060,0.708333,1.000000,1.000000
20030726.000000,1.413800,6.593340,-19.947500,11.588500,8.036200,0.958333,1.000000,1.000000
20030727.000000,1.833820,6.944390,-16.225500,70.099400,8.456990,1.000000,1.000000,1.000000
20030728.000000,-3.138390,9.888990,61.617600,90.194900,6.557140,0.750000,0.958333,0.958333
20030729.000000,-2.063550,8.464400,70.737200,94.818300,6.390440,0.791667,1.000000,1.000000
20030730.000000,-1.023990,7.712160,42.074100,54.947700,6.623220,0.791667,1.000000,0.958333
20030731.000000,-3.223250,9.770930,26.885100,49.303700,6.571730,1.000000,1.000000,1.000000
20030801.000000,-3.304040,9.589520,60.832100,64.531700,6.230780,1.000000,1.000000,1.000000
20030802.000000,-1.028080,6.537440,19.299100,8.650080,5.576020,1.000000,1.000000,1.000000
20030803.000000,0.133857,5.649070,7.359620,5.049730,5.828710,1.000000,1.000000,1.000000
20030804.000000,-3.518950,10.152700,69.592800,8.432330,6.623950,1.000000,1.000000,1.000000
20030805.000000,-0.492231,7.051670,24.912500,12.247900,6.673960,0.937500,0.958333,0.979167
20030806.000000,-1.335730,8.557670,35.995100,56.290100,7.212380,0.937500,1.000000,1.000000
20030807.000000,-1.603280,9.074990,73.463000,64.346200,7.803920,0.895833,1.000000,1.000000
20030808.000000,-1.594590,10.416900,59.879200,59.052500,8.530740,0.958333,1.000000,0.979167
20030809.000000,-0.912243,9.895560,39.791200,40.800600,9.064610,1.000000,1.000000,1.000000
20030810.000000,-2.074110,11.259100,43.272800,53.675500,9.385810,0.979167,1.000000,1.000000
20030811.000000,-0.418974,9.015200,21.084600,34.219600,9.430050,0.958333,1.000000,1.000000
20030812.000000,1.456490,7.265080,17.479600,39.284300,8.912760,1.000000,1.000000,1.000000
20030813.000000,-1.550430,10.143500,65.380000,56.398900,8.842200,0.958333,1.000000,1.000000
20030814.000000,-2.059330,10.931800,72.961800,90.515000,8.988800,0.979167,1.000000,1.000000
20030815.000000,-0.853818,9.760460,27.225600,69.212000,9.019790,0.979167,1.000000,1.000000
20030816.000000,-1.146980,9.648130,6.811920,58.492700,8.772230,1.000000,1.000000,1.000000
20030817.000000,1.000120,6.185750,36.823800,60.834200,7.527920,1.000000,1.000000,1.000000
20030818.000000,-0.403685,7.863050,62.945500,84.490900,7.630140,0.895833,1.000000,1.000000
20030819.000000,-1.070230,8.807340,75.158500,92.560200,7.982760,0.979167,1.000000,1.000000
20030820.000000,-2.257480,10.583400,68.256900,92.323200,8.461180,0.979167,1.000000,1.000000
20030821.000000,-2.755820,11.704800,52.581000,80.403700,8.993220,1.000000,1.000000,1.000000
20030822.000000,-1.081400,9.135960,77.441700,106.815000,8.085720,1.000000,1.000000,1.000000
20030823.000000,-0.726749,7.012210,54.065700,96.686100,6.382730,1.000000,1.000000,1.000000
20030824.000000,-2.565170,8.202330,58.784200,74.574800,5.714030,0.916667,1.000000,1.000000
20030825.000000,-2.162640,9.427430,49.911900,78.589500,7.273150,1.000000,1.000000,1.000000
20030826.000000,-0.558966,7.611910,23.414000,56.599600,6.757430,1.000000,1.000000,1.000000
20030827.000000,-2.060540,8.028070,52.868800,101.914000,5.958980,1.000000,1.000000,1.000000
20030828.000000,-1.538540,6.230090,57.192200,35.760700,5.131730,0.791667,1.000000,1.000000
20030829.000000,-1.308850,8.790890,-7.211120,67.857000,7.406360,1.000000,1.000000,1.000000
20030830.000000,-1.994820,7.847380,63.724100,53.924700,5.853510,1.000000,1.000000,1.000000
20030831.000000,-1.164880,7.479920,47.682100,38.816400,6.438360,0.958333,1.000000,1.000000
20030901.000000,3.222890,3.299280,-24.573500,27.740100,6.468460,1.000000,1.000000,1.000000
20030902.000000,-0.537321,7.990320,7.939650,37.001500,7.636690,1.000000,1.000000,1.000000
20030903.000000,-1.988870,10.193000,65.200700,51.853700,8.270260,1.000000,1.000000,1.000000
20030904.000000,-1.009590,8.897090,43.573100,84.245100,7.861410,1.000000,1.000000,1.000000
20030905.000000,-1.098710,7.615300,58.275200,60.591200,6.698100,1.000000,1.000000,1.000000
